,Unnamed: 0,username,followers,created_at,tweet_text,tone
654,654,ryanpatey,2212,2020-03-24 12:20:55,I wrote a little piece of fiction that's based on too much reality. A Letter to My Son During the COVID-19 Pandemic…,0.0
655,655,jojofuse,1,2020-03-24 12:20:55,Daily_Express #cairanmcgrath has to be the worst of racist #European dogs that hv their fingers crossed that…,1.0
656,656,jftaveira1993,1717,2020-03-24 12:20:53,"The death toll in #Spain from the #coronavirus pandemic has risen to 2,696 people, with 514 new victims in just the…",2.0
657,657,WojciechKosc,1548,2020-03-24 12:20:53,Next in Poland: the govt insisting the restrictions are there for curbing the spread of the #coronavirus so that pr…,0.0
659,659,Ground_app,2004,2020-03-24 12:20:52,BreakingNews See how the NBCNews coverage compares against other news outlets on Ground News #AbdelFattahAl-Sisi…,0.0
660,660,bigbluecleanup,5917,2020-03-24 12:20:51,Levels of air pollutants and warming gases over some cities and regions are showing significant drops as…,0.0
662,662,ravichandramvl,789,2020-03-24 12:20:50,"Me &amp; my friend having a casual evening walk in the gullys of our colony  

#COVID19outbreak #coronavirus",1.0
663,663,KellyNashRadio,3710,2020-03-24 12:20:49,Isaac your bartender knew about safe greetings decades before COVID19. #SocalDistancing #Coronavirus,0.0
664,664,kollen_jim,94,2020-03-24 12:20:49,ErikSolheim I hope he later also teaches his precious baby what particular human behaviour actually caused the vir…,0.0
665,665,22Americanfirst,13340,2020-03-24 12:20:48,"are you kidding me... used up all the face masks in 09 and didn't replenish..
are you kidding me didn't fund Dr Hot…",1.0
667,667,grimes_steve,941,2020-03-24 12:20:47,#Eurozone on the brink: Consumers fear #Brussels won’t save economy from #coronavirus crisis,2.0
668,668,AbutiJosef,17969,2020-03-24 12:20:47,lesiba_thabetha Ewee  warra if you see someone wearing mask and gloves on the street maintain 1km distance. If the…,0.0
669,669,GirlRabid,12,2020-03-24 12:20:46,camybobany samanthamaiden YeahSur87826875 Of course it does! And that’s only a cold! Do we really want to risk it with #coronavirus?,2.0
670,670,anasuyadhal123,81,2020-03-24 12:20:46,"#stayhome
I request my #citizens to please stay at home to save #country from this #Pandemic #Coronavirus.",0.0
672,672,PamelaFalk,18632,2020-03-24 12:20:45,#Coronavirus DrLaPook discusses other symptoms that have surfaced ie gastrointestinal ~ Speaking with GayleKing…,2.0
673,673,DustinHosseini,940,2020-03-24 12:20:45,"How to spot a #racist #xenophobic creature. 

Lesson One.

#coronavirus 
#coronavirusUK 
#pandemicpedagogy",0.0
674,674,inahazmada,575,2020-03-24 12:20:44,"#Coronavirus
Now China presents:
#Hantavirus",1.0
675,675,_Disp0sableTeen,80,2020-03-24 12:20:42,"I’m so glad I learned to do my own nails since nails salons are closed due to the #coronavirus 
Imagine not being a…",1.0
676,676,itsTomLove,63,2020-03-24 12:20:42,"Not sure how to use our washing machines, so I will have to Google. I've just been using different bedding each wee…",0.0
677,677,keenaghan11,55,2020-03-24 12:20:42,"ScottMorrisonMP And qantas are emailing vouchers tonight despite a complete travel ban, disgraceful when we all ne…",0.0
678,678,silasbogonko,4057,2020-03-24 12:20:42,"#Coronavirus victim lies unconscious in street in Italy as hospitals hit breaking point !! 

What can happen in Ken…",2.0
679,679,AuggieAnthuvan,97,2020-03-24 12:20:41,"Coronavirus: All entertainment venues in Singapore to close, gatherings outside work and school limited to 10 peopl…",1.0
681,681,TOIChandigarh,5004,2020-03-24 12:20:40,"Over 94,000 NRIs and foreign returnees entered #Punjab in recent days. Most of them have been tracked &amp; around 30,0…",0.0
682,682,Bkgirl_VSL,313,2020-03-24 12:20:40,"Imma just leave this right here...
#covid19 #coronavirus #economics #economicstimulus",0.0
683,683,kgopinion,9519,2020-03-24 12:20:39,"At least I'll have some time to go through my non-followers list

#Coronavirus",0.0
684,684,durbnpoisn,539,2020-03-24 12:20:39,"Running thoughts on the shut in  - Day 9 of 1000
#CoronaVirusUpdate #COVID19 #COVID2019 #coronavirus #StayAtHome",2.0
685,685,Haitna_Digital,101,2020-03-24 12:20:39,Why &amp; How #SEO Can Help Brands Craft #Coronavirus Response Videos -,1.0
686,686,RjSaqib48,187,2020-03-24 12:20:38,Excellent job ImranKhanPTI. 2.7% of our GDP as a #CoronaVirus relief  one was expecting thi…,1.0
687,687,UpcycledSounds,500,2020-03-24 12:20:37,Isolation diaries. #isolation #recording #recordingstudio #musician #isolationdiary #covid19 #coronavirus #music…,1.0
688,688,vanessaseah,310,2020-03-24 12:20:37,"Wow. Bars, cinemas and all other entertainment outlets will be closed from Thursday (March 26) 11.59pm till April 3…",1.0
689,689,CurtisSChin,10709,2020-03-24 12:20:37,"Via: QuickTake
Looking forward to #Tokyo2021!

Japan Prime Minister Shinzo Abe says the International Olympic Comm…",1.0
693,693,ThisizJustina,168,2020-03-24 12:20:34,This is genius! 🤣 I’ve always loved Cyprus my fav place #limassol #cyprus #dogwalking #dronedogwalk #coronavírus ,1.0
697,697,ani_zay,342,2020-03-24 12:20:31,How do changes to employee benefits in response to COVID-19 affect the accounting? 7 actions for management to take…,0.0
699,699,vkaile,191,2020-03-24 12:20:30,ICMR guidelines for using #Hydroxychloroquine for prophylaxis of #coronavirus ..... so it is almost confirmed it wo…,0.0
700,700,suzmattaboni,3755,2020-03-24 12:20:30,"READ from START TO FINISH!!!

 Another Roundup of Positive Updates on the COVID Outbreaks From Around the World…",1.0
701,701,cecgr,852,2020-03-24 12:20:30,PM MorawieckiM &amp; MZ_GOV_PL announced the tightening of restrictions in #Poland related to the #coronavirus pandem…,0.0
702,702,PressTV,231396,2020-03-24 12:20:30,"AFP: More than 200,000 #coronavirus cases officially confirmed in #Europe",0.0
703,703,CCWvoice,7899,2020-03-24 12:20:29,"Due to Government guidance surrounding the #Coronavirus outbreak, we’re changing some of our working arrangements.…",0.0
704,704,Bio_Markets,5482,2020-03-24 12:20:29,If you are working in the #bioeconomy or with #synbio and are working on a project related to the #Coronavirus…,0.0
705,705,ArianaNews_,97302,2020-03-24 12:20:29,"Resolute Support Mission reports that four of its men have tested positive for coronavirus.

#NATO #COVID19…",1.0
706,706,UkFuel,539,2020-03-24 12:20:29,"Companies asked to close last week, forced to close this week 

WHERE IS THE #FURLOUGHED WORKER HELP #FURLOUGH…",2.0
708,708,TelanganaMaata,1185,2020-03-24 12:20:28,"What is Hantavirus?it is dangerous too? all you need to know

How People Become Infected with Hantaviruses ?

What…",1.0
709,709,RamyInocencio,25983,2020-03-24 12:20:28,NEW: Reports coming out that Japan PM Abe and IOC chief Bach agree on some kind of delay for the Tokyo Olympics to…,0.0
711,711,CurtDean21,1103,2020-03-24 12:20:28,"mfwaikerala ANYONE who blames #PresidentTrump for #chloriquine death, a #FishTankCleaner is out of their damn mind…",2.0
713,713,OthersInfo,2766,2020-03-24 12:20:25,"Leventism HELP! Please support our campaign, sign the petition on  No Discrimination in th…",0.0
715,715,sunilmahesani,51,2020-03-24 12:20:21,"What if it never ends? 
#CoronaVirus",0.0
716,716,rwwonwheels,2394,2020-03-24 12:20:21,"GovSisolak MORON #GovernorPhotoOp doesn’t care. He has ignored this #WheelchairUser &amp; many others FOR A YEAR,…",2.0
717,717,WRCR1700,291,2020-03-24 12:20:20,"WRCR News: Rockland #Coronavirus Cases Jump to 623, with 5 Deaths",2.0
718,718,MillyEmbolism,56,2020-03-24 12:20:19,"Just found #Hantavirus.
Things you should know:
1. It's in rodents
2. You get it if you've been in contact with an…",0.0
722,722,USNationNews,1051,2020-03-24 12:20:18,"EvanMcMullin Amazing that officials don't seem to care about supermarket cashiers, who are most likely to contract…",1.0
723,723,BBBCincinnati,1961,2020-03-24 12:20:18,"""Some timely advice for restaurants and retailers struggling to stay open during the pandemic.""
#covid19…",0.0
725,725,e_nation,49225,2020-03-24 12:20:17,".rishisunak on help for #selfemployed says ""it is incredibly complicated to design a scheme like the one we have f…",1.0
726,726,tulga928,1101,2020-03-24 12:20:17,"#Coronavirus 

The Coronavirus Explained &amp; What You Should Do  via YouTube",0.0
727,727,MonicaOnline,1430,2020-03-24 12:20:15,"How do we REALLY know how many people have died of #coronavirus in the U.S.?

- Very few people are able to get tes…",1.0
728,728,jpine1999,683,2020-03-24 12:20:15,"TraceySpicer deemadigan I just do it myself, have for years, since started night shift 1 pm to 06 am

#auspol…",0.0
730,730,Narcissus1234,10,2020-03-24 12:20:14,Now is the time to remind people that you can always go back and earn more money but that you can't come back to li…,1.0
731,731,NovaEngineer,1410,2020-03-24 12:20:13,Electrical and Computer Engineering's Hasshi Sudler explains how #blockchain can be a common source of data that al…,0.0
732,732,incisionindem,207,2020-03-24 12:20:13,Teenager has life-changing spinal #surgery cancelled due to the #coronavirus pandemic,2.0
733,733,Gettunoiu,908,2020-03-24 12:20:13,GuruEden I hope you're joking and know #Hantavirus is a hoax. Has nothing to do with the danger of the #coronavirus.,2.0
737,737,leaf_score,4,2020-03-24 12:20:11,"If you live in the #PacificNorthwest and #coronavirus has you worried, put that nervous energy to work - check your…",2.0
740,740,staravisen,340,2020-03-24 12:20:10,Our #life in the time of ##Coronavirus  #cartoon #corona #coronavirusdisease2019,1.0
741,741,markconradhack,2671,2020-03-24 12:20:10,My latest piece for BylineTimes. I want to say thanks to peterjukes StephenColegra1 and Hardeep_Matharu for com…,0.0
742,742,N_Parshukov,267,2020-03-24 12:20:10,Japanese PM Shinzo Abe will soon propose to the head of the International Olympic Committee Thomas Bach to postpone…,0.0
743,743,unholysmoke,87,2020-03-24 12:20:10,"At the end of all this, China, authoritarianism, rule by law and repression are going to look so much more appealin…",1.0
746,746,SEHQC,503,2020-03-24 12:20:09,The founder of  just launched a self-triage tool for COVID-19 #coronavirus #technology…,1.0
747,747,ACA_tweets,1061,2020-03-24 12:20:09,"Brands still have the opportunity to grow and share during this time, says Rex Briggs of Marketing Evolution, a mar…",1.0
748,748,EthosLifestyle,2578,2020-03-24 12:20:08,"Posters for the plague

We've lived through crises before, with a bit of help from inspiring or hectoring posters.…",1.0
749,749,gayacitybihar,586,2020-03-24 12:20:08,The situation is worsening day by day &amp; the only way out of #Covid19 outbreak is #SocialDistancing A lot has been s…,1.0
750,750,Expatica,7497,2020-03-24 12:20:07, Around one in five people around the globe are under lockdown.  via The Guardian guardian #covid-19…,0.0
751,751,FFighterGThymos,8,2020-03-24 12:20:07,Right now we ALL gotta do what we can to help everybody an each other!!! But that’s gonna look different for everyo…,1.0
752,752,JustWonderPhil,305,2020-03-24 12:20:06,"Young people can be stupid, but deciding now's the time to be the villain in your favourite dystopian film is absol…",2.0
755,755,esm_magazine,12277,2020-03-24 12:20:05,".abinbev, the world's biggest beer maker, and Diageo, the world's largest distiller, pledged on Monday to donate m…",1.0
757,757,nick03285100,2,2020-03-24 12:20:05,_ReaalAmerican_ realDonaldTrump Wrong realDonaldTrump is only human unlike those dame true politics he is actual…,1.0
758,758,LurieChildrens,21651,2020-03-24 12:20:05,Many parents and guardians who have a child/teen with a chronic condition or who is immunocompromised have question…,0.0
759,759,khalipha_ntloko,4113,2020-03-24 12:20:04,"In light of #COVID19 &amp; users searching for relevant info on the #coronavirus pandemic, meltwater has compiled an i…",0.0
760,760,unwomeneca,19840,2020-03-24 12:20:04,"Be safe. 
Be smart. 
Be kind. 

We may be socially distancing ourselves, but we can still be there for each othe…",0.0
761,761,FRC7,61,2020-03-24 12:20:04,"3/24/2020 AM #1: Now there are 392,399 confirmed #coronavirus cases in 196 countries (41,732 more cases, a 10% incr…",0.0
762,762,SpringsInsight,2021,2020-03-24 12:20:04,Additional guidance on the newly expanded FMLA policies. #FMLA #Coronavirus #Compliance,0.0
763,763,MUFCNW3427,890,2020-03-24 12:20:04,"Well looks like we know what to do when this is all over
Boycott the shit hole…",1.0
765,765,RebeccaHREXEC,1457,2020-03-24 12:20:03,The new reality of remote work and caregiving  #BenefitsandCompensation #Coronavirus,1.0
768,768,Beenishmuffin,2954,2020-03-24 12:20:03,"China dropping viruses like they are dropping movies...
#Coronavirus teaser..
#Hantavirus trailer..
End of the worl…",0.0
771,771,covid_data,9,2020-03-24 12:20:02,"Amount of coronavirus tests done in South Korea is 316664 as of 20 Mar 2020

#coronavirus #COVID19 #CoronaVirusUpdates #Covid_19",1.0
772,772,UnquoteNews,5939,2020-03-24 12:20:01,"#Valencia's local government, Generalitat Valenciana, launch €200m #PrivateEquity fund to support local companies h…",0.0
774,774,Saurabh75622628,0,2020-03-24 12:20:01,"Akshay Kumar Angry on Indians for not following the Lockdown 
#AkshayKumar #akshaykumar #CoronaVirus #corona…",2.0
776,776,Jerusalem_Post,459420,2020-03-24 12:20:00,Four NATO service members arriving in Afghanistan test positive for #coronavirus,1.0
778,778,MarthaP14109814,7936,2020-03-24 12:20:00,realDonaldTrump NYCMayor Refuse #NancyPelosi Pork inserted in #Coronavirus Bill! Taxpayers are angry. This emerge…,2.0
779,779,AbdirisakGowfe,9566,2020-03-24 12:20:00,"BREAKING:

Japan and IOC agree to postpone Tokyo 2020 Olympics for a year due to #Coronavirus outbreak.",2.0
782,782,Ruptly,106967,2020-03-24 12:20:00,#Trump quick with #socialdistancing as task force member reveals she had fever #coronavirus #USA,0.0
783,783,VirginMediaNews,49953,2020-03-24 12:20:00,"On #VMNews at 12.30, the latest on #coronavirus⤵️

New restrictions set to be announced

Extended school closures…",1.0
784,784,thenews_intl,540194,2020-03-24 12:20:00,"#Coronavirus outbreak: Punjab reports first coronavirus death, 16 new cases

#TheNews",2.0
786,786,CFMRadioNews,5782,2020-03-24 12:19:58,"#BREAKING: The Olympics have been postponed until 2021, due to the #coronavirus pandemic.

#Tokyo2020 #Olympics2020",0.0
787,787,Examinecom,25731,2020-03-24 12:19:58,ICYMI - we discussed how you should focus on the big picture of health instead of supplementation during…,2.0
788,788,michaelcdeibert,10862,2020-03-24 12:19:57,#Colombian death squads exploiting #coronavirus lockdown to kill activists,2.0
789,789,LetToriTellit,1495,2020-03-24 12:19:57,"I never thought grocery shopping would be like a Black Friday experience. 
#HEB #MyLocalHEB #coronavirus",0.0
790,790,Bollyhungama,1801003,2020-03-24 12:19:56,"#KanikaKapoor’s missing friend found; tests negative for COVID-19

TheKanikakapoor #Coronavirus",0.0
791,791,sudeepphy,270,2020-03-24 12:19:56,"Dear Sir BSYBJP CMofKarnataka your yesterday statement "" no one should go from city to village ""
Today statement…",2.0
793,793,tapascancer,375,2020-03-24 12:19:55,#TokyoOlympics be postponed to 2021 due to #coronavirus IndiaSports KirenRijiju,0.0
794,794,mikecane,190,2020-03-24 12:19:55,"STOCKS RALLY AFTER TRUMP DECIDES TO KILL 40 MILLION AMERICANS

#NatureVsMoney

#coronavirus #COVID19 #tFv",0.0
797,797,jwhittenbergK5,10194,2020-03-24 12:19:53,"The latest coronavirus numbers in Washington state:

2.221 positive tests 
31,712 negative tests (93%)
110 deaths…",1.0
798,798,AngelNavarreteC,662,2020-03-24 12:19:53,"Coronavirus at Madrid's Airport. 
#spain #madrid #españa #estevirusloparamosunidos #sad #sanitarios #virus…",2.0
799,799,Dorje_sDooing,938,2020-03-24 12:19:53,Mepali Facebook users recommending the murder of the young 19-year-old girl who returned to #Nepal from France and…,2.0
802,802,ctblogger,2809,2020-03-24 12:19:52,"One: Someone in the CT Department of Corrections should be fired.
Two: Non-violent offenders should be released fro…",2.0
804,804,Manu_offl,2200,2020-03-24 12:19:50,"Exclusive Video For #CoronaVirus Awareness by our Chief Suriya_offl Anna ..

Let's All Stay Home And Stay Safe…",0.0
805,805,RadioJammor,397,2020-03-24 12:19:49,"With #coronavirus people are starting to get a look at life in the future, when the machines with #AI &amp; advanced le…",1.0
807,807,JohnVianneyNsim,1767,2020-03-24 12:19:48,"Even with this #coronavirus outbreak, I couldn't overlook this video. Patrick Vieira and Roy Keane, were an embodim…",0.0
810,810,RockFMNews,6530,2020-03-24 12:19:45,"#BREAKING: The Olympics have been postponed until 2021, due to the #coronavirus pandemic.

#Tokyo2020 #Olympics2020",0.0
811,811,pushpendrakum,10574,2020-03-24 12:19:45,"After the grand success of #CoronaVirus, #China is prepared with yet another #Hantavirus. 

Meanwhile, me to vaccin…",1.0
812,812,NicolasArgy,238,2020-03-24 12:19:44,"Fauci  please RESIGN and speak the TRUTH
Do what no one in the White House will do
No more muzzle
No more sycophant…",1.0
815,815,christiaanhtznr,1974,2020-03-24 12:19:43,"German auto parts supplier SchaefflerGroup says suspends 2020 guidance published only two weeks ago, will issue ne…",0.0
816,816,AmwalAlGhad_EN,1002,2020-03-24 12:19:42,"#AmwalAlGhadEN | What you need to know about Egypt coronavirus curfew

#Egypt…",0.0
818,818,i24NEWS_EN,50144,2020-03-24 12:19:39,German #Olympic association chief calls for postponing Tokyo Games over #coronavirus pandemic,0.0
821,821,FozzieBear88,1898,2020-03-24 12:19:38,JoyceWhiteVance People are tired of watching tRump pretending to be a hero in his #coronavirus daily briefings. Th…,2.0
822,822,msjennifoxx,1924,2020-03-24 12:19:38,Noooooo Manu Dibango just died of CoViD 19! Noooooo! Not Soul Makossa!!  Rest In Peace. #ManuDibango #SoulMakossa…,2.0
823,823,FrancescaLake1,930,2020-03-24 12:19:37,My latest update on #coronavirus is now live on MyBioTechniques. Was really fascinated to learn about the new WHO…,1.0
824,824,OthersInfo,2766,2020-03-24 12:19:37,"trkn1964 HELP! Please support our campaign, sign the petition on  No Discrimination in the…",0.0
825,825,SmartRMarketing,13546,2020-03-24 12:19:37,"If you need some help, contact Convex Studio at 1 (800) 949-1830. We are working from home and are safe and healthy…",0.0
826,826,KinmenQuemoy,193,2020-03-24 12:19:36,TaiwanNews886 No need to probe it. It has always been like this. Xi said. And thanks to the #CCP for the #coronavirus,1.0
827,827,johndalytv,3810,2020-03-24 12:19:36,Airlines Shutdown Coming? U.S. carriers draft plans for potential shutdown of all domestic passenger flights as air…,1.0
830,830,scottrdavis,938,2020-03-24 12:19:35,Questions for GovernorTomWolf and PAHealthDept 1) what is the current backlog of tests pending confirmation of…,0.0
831,831,YitingXING,1,2020-03-24 12:19:35,"#happybirthday to all the Mars 24. In this weird #COVID19 with all those champagne bubbles, I’d say: fuck off your…",2.0
833,833,raihanmozawala,187,2020-03-24 12:19:33,"BREAKING:

Japan and IOC agree to postpone Tokyo 2020 Olympics for a year due to #Coronavirus outbreak
#COVIDIDIOTS…",0.0
834,834,JCarcinogMutage,121,2020-03-24 12:19:33,##Coronavirus: What People with #Cancer# Should Know,2.0
835,835,PublicHealthUL,197,2020-03-24 12:19:32,"Round 2! 2 truths and a lie #COVID19 edition. Answers will be posted when the poll ends.
#PublicHealthUL…",0.0
837,837,KVedegas,2611,2020-03-24 12:19:32,"Seriously, when is Trump going to start visiting and embracing all people who contract #coronavirus 

Or does his r…",1.0
839,839,PolityZA,7874,2020-03-24 12:19:31,"Ivory Coast, Senegal declare emergencies, impose curfews in coronavirus response",0.0
843,843,sommesofficial,285,2020-03-24 12:19:29,"Hey Ma’M kemiadetiba just to lighten up the mood, on behalf of the #GreysAnatomy fans, Nigerian Chapter, I urge yo…",1.0
844,844,_NicolasDaoust,738,2020-03-24 12:19:28,Yuval Noah Harari: the #world after #coronavirus | Free to read  via financialtimes,1.0
846,846,Rajnigandha,7869,2020-03-24 12:19:26,"If Force Majeure was a person, would be so happy, kyunki uska time aane wala hai #coronavirus #Lawjokes",1.0
847,847,MattamyWatch,4903,2020-03-24 12:19:26,- via 680news  MT #Coronavirus Essential Services #Ontario,1.0
848,848,officialmcdowel,131,2020-03-24 12:19:25,China should be barricaded so dey can never leave their country ever again. Those people are created to destroy the…,1.0
849,849,telebusiness,53068,2020-03-24 12:19:25,"""If we don't plan now, we'll end up living with 'emergency support' for decades, which will only weaken the…",2.0
850,850,gunners4all,482,2020-03-24 12:19:25,BREAKING: Japanese Prime Minister Shinzo Abe announces Tokyo 2020 Olympics will be delayed by 12 MONTHS due to coro…,2.0
851,851,NHS_ELFT,8455,2020-03-24 12:19:25,MindCharity has produced this excellent '#Coronavirus and your #wellbeing' resource to help everyone through these…,1.0
852,852,PamelaTamby,4408,2020-03-24 12:19:24,"""Give me the strength to change what I can change, the courage to endure what I cannot change, and the wisdom to di…",1.0
855,855,TheDeshBhakt,360016,2020-03-24 12:19:22,"100 days- NOTHING broke #ShaheenBagh
- the cold
- the Govt
- the media
- gun shots
- the IT Cell
- fake sting ops
F…",2.0
856,856,_MonicaTalks,7573,2020-03-24 12:19:22,Why do we allow this  #Puppet with clear mental illness to run our country and continue to put our lives in danger…,2.0
857,857,Dana_Regev,5864,2020-03-24 12:19:22,"Especially for those of us who are dealing with anxiety and/or depression (myself included), it's important to reme…",2.0
858,858,newsfromitaly,48290,2020-03-24 12:19:21,"#coronavirus Italy: 69 residents test positive, one death, in home for the elderly in the Palermo area of Sicily (i…",1.0
859,859,tc_nicholls,407,2020-03-24 12:19:21,Yep  appreciate economic measures from the govt so far but many many households not included in the support struc…,0.0
860,860,PushpendraTech,1352,2020-03-24 12:19:21,"After the grand success of #CoronaVirus, #China is prepared with yet another #Hantavirus.",1.0
861,861,NepaliSagar,5893,2020-03-24 12:19:20,_Chinioty Can you please be more factual in this crisis time? Irresponsible fellow spreading false news is a crime…,1.0
862,862,Lichtbringer4,0,2020-03-24 12:19:19,"To some extent #climatechange is like #coronavirus. You don't smell it, see it, hear it, feel it.

It begins in far…",0.0
863,863,vikrant_jassal,206,2020-03-24 12:19:19,"""Coronavirus: Deaths in Spain rise sharply to over 2,500"" #Coronavirus",2.0
865,865,HewittNewton,3431,2020-03-24 12:19:17,Stop_Trump20 Good graphic analogy for #coronavirus spread.,1.0
866,866,SaharaReporters,2700537,2020-03-24 12:19:17,"JUST IN: NGRSenate Suspends Plenary Over #Coronavirus | Sahara Reporters 
The upper legislative chamber urged the…",0.0
867,867,TuiMedia,4,2020-03-24 12:19:17,"#withoutfreelancers this amazing, unifying British moment would never have happened. Don't live freelancers behind…",1.0
868,868,matigary,131501,2020-03-24 12:19:15,"#coronavirus Tip: Managing and containing Coronavirus starts at the individual level, acting responsibly. If we act…",0.0
869,869,dawn_com,953610,2020-03-24 12:19:15,"Panic poses more threat than coronavirus, says PM 

Follow our live updates on #coronavirus here:",2.0
871,871,JournoResource,53609,2020-03-24 12:19:14,"If you haven't signed up for our weekly newsletter yet, right now might be the time to do it. Add your email and be…",0.0
872,872,Creightondeb,592,2020-03-24 12:19:14,"Italian mayor goes H.A.M. over citizens dismissing  #coronavirus safety rules. Meanwhile in the US, Texas Lt. Gov.…",0.0
873,873,HalARose,5759,2020-03-24 12:19:13,#Retail #Meat #Beef #Sales Surge 77% Due To Panic Buying:  via DroversCTN #SocialDistancing…,2.0
877,877,JayvijaySachan,2957,2020-03-24 12:19:11,"Be careful, guys! A lot of people all around are spreading false rumours. So if you come across any news related to…",2.0
879,879,nomorefukstogiv,19,2020-03-24 12:19:11,SenSchumer Both you and SpeakerPelosi need to get the #Coronavid19 #CoronavirusUSA #coronavirus,2.0
880,880,ajdubai77,54,2020-03-24 12:19:09,9NewsAUS 9NewsMelb And think about all the people they have now gone and infected. #ballsup #absolutedisgrace #rubyprincess #coronavirus,1.0
881,881,kbdubbs17,105,2020-03-24 12:19:07,The GOP and realDonaldTrump are so focused on profit they don't care that their decisions are on track to killing…,2.0
882,882,GrandpaRobot,2215,2020-03-24 12:19:07,"You continue on the Hero's Journey b/c you are a #coronavirussurvivor 

#Coronavirus #pandemic #CoronaVirusUpdates…",1.0
883,883,USNationNews,1051,2020-03-24 12:19:06,"realDonaldTrump Amazing that officials don't seem to care about supermarket cashiers, who are most likely to contr…",1.0
884,884,roufaminnews5,4788,2020-03-24 12:19:06,"*News Update*

Srinagar's first COVID-19 Positive case successfully treated: Director SKIMS. 
Let's #BreakTheChain:…",1.0
885,885,boxofficeindia,510777,2020-03-24 12:19:06,".akshaykumar urges everyone to stay at home as he explains the meaning of 'lockdown'.

#AkshayKumar #Coronavirus",0.0
887,887,MirMAKOfficial,99240,2020-03-24 12:19:05,"This meeting with the Journalists of ImranKhanPTI is for #CoronaVirus.

You want to know who is on an agenda ?

Id…",0.0
888,888,sweetbethlehem,239,2020-03-24 12:19:05,Sometimes God allows us to be in darkness to show us He is the light. ❤️ #TuesdayMorning #TuesdayMotivation…,1.0
889,889,bitcoinization,3329,2020-03-24 12:19:05,The lack of masks in hospitals was driven by greed and is fault of the hospital administration. They should have st…,0.0
890,890,SteveDotsonWFA,393,2020-03-24 12:19:05,"Darrell Cronk, CIO of Wells Fargo’s Wealth and Investment Management, discusses the resilience of the economy and t…",1.0
891,891,officialjonot,343,2020-03-24 12:19:05,Glad the airlines got the message to isolate (screenshot from 12.11pm 24th March 2020). I wonder how many of these…,0.0
892,892,WillemLafluer,8054,2020-03-24 12:19:04,It just occurred to me driving down the road in TampaBay...Bobs Barricades has to be pissed in the realization of h…,2.0
893,893,ani_zay,342,2020-03-24 12:19:04,The disruption to business operations due to COVID-19 may trigger impairment testing in the first quarter of 2020.…,0.0
894,894,jjtaylor0,1104,2020-03-24 12:19:04,"""They were eating and drinking and marrying and being given in marriage, until the day when Noah entered the ark, a…",1.0
895,895,BLeatherbury1,22,2020-03-24 12:19:03,"The Families First #Coronavirus Response Act became law on March 18, 2020. BDO_USA offers insight on revised provi…",1.0
899,899,litbrit,5302,2020-03-24 12:19:01,A president with zero medical or scientific training tells his loyal followers that an old anti-malarial chemical a…,2.0
901,901,khaleejtimes,464922,2020-03-24 12:19:00,#Coronavirus in UAE: Indian passport services suspended in Dubai #COVIDー19,2.0
902,902,CA_CheshireEast,2312,2020-03-24 12:19:00,"🤒If you’re #SelfEmployed and off sick with #CoronaVirus, you might be able to claim #ESA (Employment and Support Al…",0.0
903,903,TamatoaIsShiny,3171,2020-03-24 12:18:59,Lost a friend to #COVID She was only 41 years old. #CoronaVirus has me extremely worried now. I hope they find a cure soon.,2.0
904,904,BBCCWR,68177,2020-03-24 12:18:59,"We can't throw enough praise your way. 

Thank you for all you're doing to help us all through this! 

#Heroes…",1.0
905,905,CharretteHenri,2,2020-03-24 12:18:58,"#Coronavirus originated from Wuhan, China. Their are no two doubts that it is not #WuhanVirus. #CCPChina is respons…",0.0
906,906,TommieClarkKCCI,2202,2020-03-24 12:18:58,The latest on #coronavirus in several metro schools and some good news from amazon and audible_com to help kids o…,1.0
907,907,jkpsfc,11235,2020-03-24 12:18:58,"#JKP #CoronaVirusUpdate 

#GoodNews from #Maharashtra 
#Mumbai Hospitals cure 12 #coronavirus patients 

#COVIDー19…",2.0
908,908,WojciechKosc,1548,2020-03-24 12:18:57,"OK, new #coronavirus restrictions in Poland are: no getting together in groups larger than 2 people and no leaving…",1.0
909,909,ATLFM1005,2879,2020-03-24 12:18:57,"Ghana's coronavirus cases have jumped to 52, the Health Minister Kwaku Agyeman Manu announced on Tuesday. 

More&gt;&gt;…",1.0
910,910,conejoexpress,0,2020-03-24 12:18:57,FoxNews watching right now and I’ve been watching you guys all along and you are disgusting. Except TuckerCarlson…,1.0
911,911,DavidChameleon,262,2020-03-24 12:18:56,"6,077 PEOPLE DEAD IN ITALY from #COVIDー19 

Very, very sad indeed.

#coronavirus #CoronaVirusUpdate #CoronavirusOutbreak",2.0
912,912,Dsz10Nigel,63,2020-03-24 12:18:55,"On #Lockdown, you think this is what it's like to be a dog at home?
Nah! Even they have their morning and evening w…",1.0
915,915,serrealdesigns,1914,2020-03-24 12:18:53,Great idea to help #MealsonWheels help the seniors in our communities during this #COVID19 pandemic.  Score 🥰…,1.0
916,916,jackeparrock,7139,2020-03-24 12:18:52,BREAKING: The International Olympic Committee and  Japan have agreed to delay the Tokyo 2020 games for one year ami…,2.0
920,920,StuartCraig_M_R,77,2020-03-24 12:18:52,Want to know more about loan support? #coronavirus #CBILS #CCFF. We draw together the information you need to know.…,0.0
921,921,SuperBlimp,107,2020-03-24 12:18:52,"Hi everyone, just wanted to remind you all that we're open for business. Let's create! 
.
Email us at: hellosuperb…",1.0
