,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,Stance - Scrapping of Article 370,tone
42,40317,1158648804322828288,1158648804322828288,1565078376000,2019-08-06,0:59:36,PDT,129154021.0,mukeshjammu,Mukesh Sharma,,"dcjammuofficial HMOIndia PMOIndia DrJitendraSingh narendramodi AmitShah Sir Jammu is happy with the scrapping of Article370 & we thank you for this. We Nationalist and peaceful Dogras from Jammu request to lift section144 in Jammu region, so life is back to normal.","['dcjammuofficial', 'hmoindia', 'pmoindia', 'drjitendrasingh', 'narendramodi', 'amitshah']",[],[],0,0,0,"['#article370', '#dogras']",[],https://twitter.com/Mukeshjammu/status/1158648804322828288,False,,0,Favour,"{'tones': [{'score': 0.902148, 'tone_id': 'joy', 'tone_name': 'Joy'}]}"
43,38038,1158684444368261127,1158684444368261127,1565086873000,2019-08-06,3:21:13,PDT,155387679.0,getpakistantv,getPakistan.tv,,NewYorkTimes Exposed India On Article370 In KashmirConflict http://getpakistan.tv/2019/08/new-york-times-exposed-india-on-article-370-in-kashmir-conflict/ …,[],['http://getpakistan.tv/2019/08/new-york-times-exposed-india-on-article-370-in-kashmir-conflict/'],[],0,1,0,"['#newyorktimes', '#article370', '#kashmirconflict']",[],https://twitter.com/getPakistanTV/status/1158684444368261127,False,,0,Against,{'tones': []}
44,29280,1158958390007091201,1158958390007091201,1565152187000,2019-08-06,21:29:47,PDT,32802256.0,ravinarin,Ravinar,,"Two years ago... ""Kashmir Profits Traitors""... Every traitor has milked Kashmir either thru govt funds, foreign funds or enemy funds... Scrapping Article370 & creating UT will put an end to this feasting & profiting from K conflict..  http://www.mediacrooks.com/2017/04/kashmir-profits-traitors.html …",[],['http://www.mediacrooks.com/2017/04/kashmir-profits-traitors.html'],[],2,78,103,['#article370'],[],https://twitter.com/RavinarIN/status/1158958390007091201,False,,0,,{'tones': []}
45,587,1163470955068264449,1163305450584051712,1566228066000,2019-08-19,8:21:06,PDT,31113845.0,muphrie,Anonymous,,"If you’re interested in understanding who all are responsible, there’s a Pakistani kashmiri called Hamid Bashani who did a show on Abrogation of Article370. It’s very interesting and informative.   https://youtube.com/watch?v=p9x1Zv_9tk8 …","['usmankhansos', 'michaelkugelman', 'cynthiadritchie']",['https://youtube.com/watch?v=p9x1Zv_9tk8'],[],0,0,0,['#article370'],[],https://twitter.com/Muphrie/status/1163470955068264449,False,,0,,"{'tones': [{'score': 0.57359, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.959846, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
46,21246,1159426325406466048,1159426325406466048,1565263751000,2019-08-08,4:29:11,PDT,17205660.0,nikhilsharma,Nikhil Sharma,,Let's wave a single flag from Kashmir to Kanyakumari! Article370 . . . . . . socialmedia digitalmarketing marketing digitalmedia article370 oneflag onenation akhandbharat india historicalday pic.twitter.com/k90e1Wcrx7,[],[],[],0,0,9,"['#article370', '#socialmedia', '#digitalmarketing', '#marketing', '#digitalmedia', '#article370', '#oneflag', '#onenation', '#akhandbharat', '#india', '#historicalday']",[],https://twitter.com/nikhilsharma/status/1159426325406466048,False,,1,,{'tones': []}
47,33016,1158757695878336512,1158757695878336512,1565104338000,2019-08-06,8:12:18,PDT,3192546175.0,gauravkjangid,Gaurav Jangid,,This Man!  370Article Article370 Article370Scrapped ShameOnCongress LokSabha KashmirHamaraHai KashmirIntegrated KashmirParFinalFight pic.twitter.com/D5dLeuM7S3,[],[],[],0,0,2,"['#370article', '#article370', '#article370scrapped', '#shameoncongress', '#loksabha', '#kashmirhamarahai', '#kashmirintegrated', '#kashmirparfinalfight']",[],https://twitter.com/GauravKJangid/status/1158757695878336512,False,,1,,{'tones': []}
48,21136,1159431370436800518,1159431370436800518,1565264954000,2019-08-08,4:49:14,PDT,148659264.0,urstrulyjatin,Jatin bauddh,,"Ambedkarites who don't follow 22 vows of Dr ambedkar. Ambedkarites who don't follow  constitutional articles drafted by Dr ambedkar Have become champions of defending Article370 , An article which was Drafted by Brahmin Iynger and Pandit nehru..",[],[],[],1,0,2,['#article370'],[],https://twitter.com/urstrulyjatin/status/1159431370436800518,False,,0,,{'tones': []}
49,3578,1162409250888437760,1162409250888437760,1565974936000,2019-08-16,10:02:16,PDT,152245205.0,dilawarsaccount,Dil Sayed,,"AkbaruddinIndia, India's Ambassador and Permanent Representative to the UN Security Council: Our national position was and remains that matter related to Article370 of the Indian Constitution is entirely an internal matter of India. UNSC FridayFeeling pic.twitter.com/BFKNwdzX9c",['akbaruddinindia'],[],[],0,1,4,"['#article370', '#unsc', '#fridayfeeling']",[],https://twitter.com/DilawarSaccount/status/1162409250888437760,False,,1,,"{'tones': [{'score': 0.6633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
50,36168,1158714113624817671,1158415250456109056,1565093947000,2019-08-06,5:19:07,PDT,8.553018553828762e+17,debsaho2,Debasish Sahoo,,"All that I am listening now is   https://www.youtube.com/watch?v=vnRA3U5Cyig … Enjoy this. Proud to be Indian  Article370 KashmirIntegrated, JammuAndKashmir",['vandurocks'],['https://www.youtube.com/watch?v=vnRA3U5Cyig'],[],0,0,1,"['#article370', '#kashmirintegrated', '#jammuandkashmir']",[],https://twitter.com/debsaho2/status/1158714113624817671,False,,0,,"{'tones': [{'score': 0.950864, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.952663, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
51,2996,1162605836612579332,1162605836612579332,1566021806000,2019-08-16,23:03:26,PDT,185159449.0,radiopakistan,Radio Pakistan,,"Indian actions in OccupiedKashmir are grave violation of UNSC resolutions: FM SMQureshiPTI tells Canadian counterpart cafreeland  http://www.radio.gov.pk/17-08-2019/indian-actions-in-occupied-kashmir-are-grave-violation-of-unsc-resolutions-fm-tells-canadian-counterpart … UNSCKashmir, StandWithKashmir KashmirDispute, Article370 KashmirIssue, FreeKashmirSaveWorld, KashmirBleeds","['smqureshipti', 'cafreeland']",['http://www.radio.gov.pk/17-08-2019/indian-actions-in-occupied-kashmir-are-grave-violation-of-unsc-resolutions-fm-tells-canadian-counterpart'],[],9,43,181,"['#occupiedkashmir', '#unsc', '#unsckashmir', '#standwithkashmir', '#kashmirdispute', '#article370', '#kashmirissue', '#freekashmirsaveworld', '#kashmirbleeds']",[],https://twitter.com/RadioPakistan/status/1162605836612579332,False,,0,,{'tones': []}
52,26124,1159109646382030848,1159109646382030848,1565188249000,2019-08-07,7:30:49,PDT,9.267454208012575e+17,madhuriborse1,माधुरी बोरसे,,The way everything was planned ...just brilliant  Article370,[],[],[],1,0,1,['#article370'],[],https://twitter.com/MadhuriBorse1/status/1159109646382030848,False,,0,,"{'tones': [{'score': 0.74881, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
53,12467,1160500491849293825,1159686957234106368,1565519852000,2019-08-11,3:37:32,PDT,3070597808.0,siddharthnair04,Siddharth Nair™,,"Did you know that..if the government wanted to have a referendum during the time when the Article370  was in active...the politicians in Kashmir wouldn't have allowed it...they would have straight away said that they don't want to remove the Article 370, therefore no referendum.",['ranlmukerji'],[],[],0,0,0,['#article370'],[],https://twitter.com/siddharthnair04/status/1160500491849293825,False,,0,,"{'tones': [{'score': 0.531539, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.851528, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}"
54,1934,1162985862176493568,1162985862176493568,1566112411000,2019-08-18,0:13:31,PDT,4144754959.0,exsecularkumar,Ex-Secular Kumar,,Emails of UrbanNaxals exposed.....How they are talking going to Supreme court and filing petition against Article370....These people are the foot soldiers of pakistan in India pic.twitter.com/CmH6QfYUVt,[],[],['https://pbs.twimg.com/media/ECPBdpgUEAE7DZg.jpg'],1,3,7,"['#urbannaxals', '#article370', '#pakistan']",[],https://twitter.com/Exsecularkumar/status/1162985862176493568,False,,0,,{'tones': []}
55,4045,1162340769790865419,1162340769790865419,1565958609000,2019-08-16,5:30:09,PDT,53297738.0,himalistan,Himal Southasian,,"The message is clear: Kashmir is to be completely firewalled as a discursive space and public sphere, writes Pamela Philipose pamelaphilipose  https://himalmag.com/militarisation-and-the-media-kashmir-india-pamela-philipose-2019/ … Article370 Kashmir pic.twitter.com/5DItmWxDf7",['pamelaphilipose'],['https://himalmag.com/militarisation-and-the-media-kashmir-india-pamela-philipose-2019/'],['https://pbs.twimg.com/media/ECF2xScWwAsdcE-.jpg'],1,4,4,"['#article370', '#kashmir']",[],https://twitter.com/Himalistan/status/1162340769790865419,False,,0,,"{'tones': [{'score': 0.964484, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
56,31453,1158788598356832256,1158698110278938625,1565111705000,2019-08-06,10:15:05,PDT,217646687.0,_mcsher,MC Sher 🐱🐱🐯🐯,,Were you A Moron by birth or you did some special training for becoming one?? justwondering Article370 KashmirHamaraHai,['cjwerleman'],[],[],0,0,0,"['#justwondering', '#article370', '#kashmirhamarahai']",[],https://twitter.com/_McSher/status/1158788598356832256,False,,0,,"{'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
57,23427,1159325274783342592,1159301216125538304,1565239659000,2019-08-07,21:47:39,PDT,142223165.0,vikasvikrant,Vikas Vikrant,,So haven't u heard the news.. conflict is over..we revoked Article370 ..now cheer up n pay some attention to POK ..which is next in line to be dealt ...,['malala'],[],[],0,0,0,['#article370'],[],https://twitter.com/vikasvikrant/status/1159325274783342592,False,,0,,"{'tones': [{'score': 0.570023, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.645832, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
58,34181,1158741162439536640,1158592659390263296,1565100396000,2019-08-06,7:06:36,PDT,268201193.0,deccanherald,Deccan Herald,,Former Jammu and Kashmir DGP K Rajendra Kumar said the legislation did not help develop the troubled state and it should have been abrogated long ago.  Article370 Article35A JammuandKashmir https://www.deccanherald.com/national/north-and-central/good-governance-missing-in-jk-since-ages-ex-dgp-752489.html …,"['shemin_joy', 'narendramodi', 'amitshah', 'bjp4india']",['https://www.deccanherald.com/national/north-and-central/good-governance-missing-in-jk-since-ages-ex-dgp-752489.html'],[],1,0,1,"['#article370', '#article35a', '#jammuandkashmir']",[],https://twitter.com/DeccanHerald/status/1158741162439536640,False,,0,,"{'tones': [{'score': 0.617778, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}"
59,26677,1159087342801440768,1159087342801440768,1565182931000,2019-08-07,6:02:11,PDT,4496065334.0,calotropic1234,calotropic1234 🇮🇳,,Article 370 is not Good For Kashmiri people's It Stop Indian Government for Providing them all the Benefits which all Indian are getting Article370 KashmirMeriJaan Pakistanis,[],[],[],0,0,1,"['#article370', '#kashmirmerijaan', '#pakistanis']",[],https://twitter.com/calotropic1234/status/1159087342801440768,False,,0,,"{'tones': [{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
60,15513,1160022251573432320,1160019355779915776,1565405831000,2019-08-09,19:57:11,PDT,26681578.0,prriyaraj,Prriya Raj,,"""Arguing for the removal of the provision, Lohia said the prime minister should not create uncertainty in the public mind about Kashmir ’s future. 'That will give rise to a storm which you do not have the strength to face,' he (said)."" ~ HT  Article370 RamManoharLohia pic.twitter.com/If2HlHcQkb",[],[],['https://pbs.twimg.com/media/EBk6FaXUYAEOScT.jpg'],0,0,0,"['#lohia', '#kashmir', '#article370', '#rammanoharlohia']",[],https://twitter.com/PrriyaRaj/status/1160022251573432320,False,,0,,"{'tones': [{'score': 0.639737, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
61,31160,1158796443995574274,1158781034156027904,1565113576000,2019-08-06,10:46:16,PDT,8.958149389959578e+17,threadreaderapp,Thread Reader App,,"Hi! you can read it here: Thread by GreatGameIndia: ""As per chatter in high-level bureaucratic circles GoI is in talks with foreign multinational corporations for developmen […]"" Article370 Article370Scrapped  https://threadreaderapp.com/thread/1158781034156027904.html … See you soon. 🤖","['aamanlamba', 'greatgameindia']",['https://threadreaderapp.com/thread/1158781034156027904.html'],[],0,4,4,"['#article370', '#article370scrapped']",[],https://twitter.com/threadreaderapp/status/1158796443995574274,False,,0,,{'tones': []}
62,45569,1158567111729565696,1158567111729565696,1565058899000,2019-08-05,19:34:59,PDT,183148503.0,mithilesh_ab,Mithilesh Brahmbhatt,,INCIndia had the last opportunity to prove patriotism but they ruined this too.. Now their ship will never come up and only will sink  370Abolished 370Article 370Revoked 370Scrapped AmitShah Article370 KashmirHamaraHai KashmirIntegrated KashmirMeinTiranga,['incindia'],[],[],0,0,1,"['#370abolished', '#370article', '#370revoked', '#370scrapped', '#amitshah', '#article370', '#kashmirhamarahai', '#kashmirintegrated', '#kashmirmeintiranga']",[],https://twitter.com/mithilesh_ab/status/1158567111729565696,False,,0,,"{'tones': [{'score': 0.551743, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.86436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
63,16875,1159796817279606784,1159713073499914240,1565352083000,2019-08-09,5:01:23,PDT,7.37545400215687e+17,nimit_007,Nimit‏‎ ‏‎‎,,Article370 has been removed from Kashmir Chaman,['cricketaakash'],[],[],0,0,0,['#article370'],[],https://twitter.com/nimit_007/status/1159796817279606784,False,,0,,{'tones': []}
64,36572,1158707628454924295,1158707628454924295,1565092401000,2019-08-06,4:53:21,PDT,37034483.0,ndtv,NDTV,,"""What's your excuse for UP?"": Combative Akhilesh Yadav over Article370  https://www.ndtv.com/india-news/akhilesh-yadav-over-kashmir-article-370-whats-your-excuse-for-uttar-pradesh-2081154 … pic.twitter.com/ViTKErjZTH",[],['https://www.ndtv.com/india-news/akhilesh-yadav-over-kashmir-article-370-whats-your-excuse-for-uttar-pradesh-2081154'],['https://pbs.twimg.com/media/EBSOcBMWwAAPSPb.png'],18,10,93,['#article370'],[],https://twitter.com/ndtv/status/1158707628454924295,False,,0,,{'tones': []}
65,24132,1159262906304872450,1159262906304872450,1565224789000,2019-08-07,17:39:49,PDT,1.0113894211476234e+18,dhirajbhasin2,DhirajBhasin,,"Dateline Kashmir: With Article370 gone, few in media have bothered with voices in the Valley | Newslaundry  https://www.newslaundry.com/2019/08/07/article370-jammu-and-kashmir-srinagar-ground-report … via newslaundry",['newslaundry'],['https://www.newslaundry.com/2019/08/07/article370-jammu-and-kashmir-srinagar-ground-report'],[],0,0,0,['#article370'],[],https://twitter.com/dhirajbhasin2/status/1159262906304872450,False,,0,,{'tones': []}
66,37912,1158686070164336640,1158686070164336640,1565087261000,2019-08-06,3:27:41,PDT,243287638.0,amitpandey786,℃h0K¡D@@® @mit P@ndey,,The speech in Lok Sabha by Jamyang Tsering Namgyal (MPLadakh) on the Article370 debate is a must watch. It will completely destroy the arguments of those who are vested in the conflict economy and want to...  https://www.facebook.com/100002118230511/posts/2432251900188727/ …,['mpladakh'],['https://www.facebook.com/100002118230511/posts/2432251900188727/'],[],0,0,0,['#article370'],[],https://twitter.com/amitpandey786/status/1158686070164336640,False,,0,,"{'tones': [{'score': 0.673411, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.686032, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
67,21701,1159401771917144064,1159276458839171072,1565257897000,2019-08-08,2:51:37,PDT,9.042481648399647e+17,telugu_citizen,Telugu Citizen,,then take him as the new president of INCIndia Shehzad_Ind Article370 Article370Scrapped,"['pchidambaram_in', 'incindia', 'shehzad_ind']",[],[],0,0,1,"['#article370', '#article370scrapped']",[],https://twitter.com/telugu_citizen/status/1159401771917144064,False,,0,,{'tones': []}
68,7459,1161507408654606336,1161507408654606336,1565759920000,2019-08-13,22:18:40,PDT,9.474405618074419e+17,barroom_mehfil,barroom,,"Maybe we are all part of a strategy video game.  And, Modi scrapping article 370, means a player going to the next level. Article370 Kashmir",[],[],[],0,0,0,"['#article370', '#kashmir']",[],https://twitter.com/barroom_mehfil/status/1161507408654606336,False,,0,,{'tones': []}
69,33173,1158755045111824384,1158755045111824384,1565103706000,2019-08-06,8:01:46,PDT,219864588.0,vinayak__13__,Vinayak Joshi,,"Kashmiri equal to KashmiriPandit  they are already eliminated through muscular exodus of them even same with valmiki and buddhist families Article370  is justice khanumarfa mam,read history with unbiased approach Stop misguiding society you are verified under TwitterSafety https://twitter.com/khanumarfa/status/1158245889451970561 …","['khanumarfa', 'twittersafety']",['https://twitter.com/khanumarfa/status/1158245889451970561'],[],0,0,0,"['#kashmiripandit', '#article370']",[],https://twitter.com/vinayak__13__/status/1158755045111824384,False,https://twitter.com/khanumarfa/status/1158245889451970561,0,,{'tones': []}
70,32774,1158761832699650054,1158761832699650054,1565105324000,2019-08-06,8:28:44,PDT,47359542.0,legalkant,Ravi Kant - रवि कांत,,"ये इसने बियांका जैसे पल्लू काहे डाल लिया   If DelhiPolice allow such an anti-India march, people of Delhi have full right to beat black and blue out of these Jihadis   KasmirIntegrated Article370  https://twitter.com/Shehla_Rashid/status/1158727854655340551 …",['delhipolice'],['https://twitter.com/Shehla_Rashid/status/1158727854655340551'],[],0,0,0,"['#kasmirintegrated', '#article370']",[],https://twitter.com/LegalKant/status/1158761832699650054,False,https://twitter.com/Shehla_Rashid/status/1158727854655340551,0,,{'tones': []}
71,30623,1158811215356760064,1158811215356760064,1565117098000,2019-08-06,11:44:58,PDT,4787244434.0,imadityamishra_,Aditya Mishra,,How can Farooq Abdullah be under house arrest while he is addressing the media? He is making up the story as an excuse for him being absent from the Parl session. Shouldn't he be penalised for spreading fake news and creating panic in the minds of J&K residents? article370,[],[],[],0,0,1,['#article370'],[],https://twitter.com/imAdityaMishra_/status/1158811215356760064,False,,0,,"{'tones': [{'score': 0.67707, 'tone_id': 'fear', 'tone_name': 'Fear'}]}"
72,17730,1159733711379689472,1159733711379689472,1565337038000,2019-08-09,0:50:38,PDT,247390610.0,kavita11agarwal,kavita agarwal,,Shahid's 'Hum Hain Ke Hum Nahin' monologue from Haider. article370  https://youtu.be/ZTvEh1q8oqo  via YouTube shahidkapoor you are best in your act.,"['youtube', 'shahidkapoor']",['https://youtu.be/ZTvEh1q8oqo'],[],0,0,2,['#article370'],[],https://twitter.com/kavita11agarwal/status/1159733711379689472,False,,0,,{'tones': []}
73,38354,1158679399270502400,1158679399270502400,1565085670000,2019-08-06,3:01:10,PDT,8.28841083257778e+17,latestly,LatestLY,,Article 370 Scrapped in Jammu & Kashmir: Indian High Commission in Pakistan Tells Pakistani Authorities to Tighten Up Security Around Its Premises Article370 JammuAndKashmir JammuKashmir Pakistani https://www.latestly.com/india/news/article-370-scrapped-in-jammu-kashmir-indian-high-commission-in-pakistan-tells-pakistani-authorities-to-tighten-up-security-around-its-premises-1078341.html …,[],['https://www.latestly.com/india/news/article-370-scrapped-in-jammu-kashmir-indian-high-commission-in-pakistan-tells-pakistani-authorities-to-tighten-up-security-around-its-premises-1078341.html'],[],0,0,0,"['#article370', '#jammuandkashmir', '#jammukashmir', '#pakistani']",[],https://twitter.com/latestly/status/1158679399270502400,False,,0,,{'tones': []}
74,14094,1160171038551863297,1160171038551863297,1565441305000,2019-08-10,5:48:25,PDT,1.0791116765892977e+18,shaniya70381443,Praveen.,,words from AmitShah: -In j&k women were Insecure  due to Article370& Article35A... My point:-but in UP nothing like article370&35A Bt still women are not secure in UP.  Attention: I'm not politically affected ...,[],[],[],0,0,0,"['#amitshah', '#article370', '#article35a']",[],https://twitter.com/ShaniYa70381443/status/1160171038551863297,False,,0,,"{'tones': [{'score': 0.668078, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.758535, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.817166, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
75,17670,1159737589277970432,1159679245481730049,1565337962000,2019-08-09,1:06:02,PDT,43670449.0,aritry,Aritry Das,,"Since you are open to learning more on this contentious topic and want to engage, please read this article on how Ambedkar's stance on Kashmir is being selectively produced and hence, misrepresented. Article370  https://www.news18.com/amp/news/opinion/opinion-the-story-of-ambedkars-scepticism-on-article-370-is-only-half-told-2262893.html …","['sonamohapatra', 'sharadaramanat1', 'gautambhatia88']",['https://www.news18.com/amp/news/opinion/opinion-the-story-of-ambedkars-scepticism-on-article-370-is-only-half-told-2262893.html'],[],1,2,8,"['#ambedkar', '#kashmir', '#article370']",[],https://twitter.com/aritry/status/1159737589277970432,False,,0,,"{'tones': [{'score': 0.920556, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}"
76,42113,1158627028305768448,1158627028305768448,1565073184000,2019-08-05,23:33:04,PDT,91504564.0,rita_banerji,Rita Banerji ✍ ⚖,,"Article370 is not revoked as per President's Order (read it). But for the citizens happy to swallow media lies, Modi's preparing a euphoric 15 August speech. After that SC will strike down the legally flimsy Union territory order. As per plan . Oh hopeless citizens, Wake up!",[],[],[],2,12,12,['#article370'],[],https://twitter.com/Rita_Banerji/status/1158627028305768448,False,,0,,{'tones': []}
77,31340,1158791265917390849,1158665127274565634,1565112341000,2019-08-06,10:25:41,PDT,57989305.0,raina_de,Bow Hoe,,"The people in question who are actually affected by this Article will hopefully be thankful for this scrapping in a few years' time. I stand in support of the scrapping, although the Government's ways are moot, as usual.  (Article370)",[],[],[],0,0,0,['#article370'],[],https://twitter.com/raina_de/status/1158791265917390849,False,,0,,"{'tones': [{'score': 0.849925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}"
78,1021,1163347775448207361,1163347775448207361,1566198698000,2019-08-19,0:11:38,PDT,1.1445647292615923e+18,dogmom07,Alisha,,"Under article 370, J&K was the only place in India where caste discrimination was law.   +  Caste is a hot button issue, in news almost every day.  =  No answer but we get a question - why media never exposed this?  Not even caste specialist Ravish? Why? Think.  Article370",[],[],[],1,1,11,['#article370'],[],https://twitter.com/DogMom07/status/1163347775448207361,False,,0,,"{'tones': [{'score': 0.501697, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.950102, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}"
79,40255,1158649552204943360,1158577136401301504,1565078554000,2019-08-06,1:02:34,PDT,3304077174.0,aman_karan_2011,Aman Karan,,"If you want to see end of Terrorism in Kashmir and no more KashmirBleeds, India & USA has to bombard all terrorist camps running in Pakistan. The rogue elements must break down, give up guns and beseech a peace treaty. Article370 TuesdayThoughts GlobalTerroristPakistan",['michaelkugelman'],[],[],0,0,0,"['#terrorism', '#kashmir', '#kashmirbleeds', '#india', '#usa', '#pakistan', '#peace', '#article370', '#tuesdaythoughts', '#globalterroristpakistan']",[],https://twitter.com/Aman_Karan_2011/status/1158649552204943360,False,,0,,"{'tones': [{'score': 0.857009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.94387, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
80,45179,1158574829739470848,1158574829739470848,1565060739000,2019-08-05,20:05:39,PDT,1682407868.0,nandinioza,Nandini Oza,,"Even as Article370 Article370revoked gets all the prominence in media , let us not forget that large parts of Gujarat and Maharashtra are experiencing flooding MumbaiRainlive . Where is urban management? Mumbai",[],[],[],0,1,3,"['#article370', '#article370revoked', '#media', '#gujarat', '#maharashtra', '#flooding', '#mumbairainlive', '#mumbai']",[],https://twitter.com/NandiniOza/status/1158574829739470848,False,,0,,{'tones': []}
81,34811,1158734437468651520,1158733021031194626,1565098792000,2019-08-06,6:39:52,PDT,261717097.0,chanakya26,अहम् ब्रह्म्मोस्मि,,"After Revote won by 366 votes in yes, 66 against. Article370 JammuAndKashmir",[],[],[],0,0,0,"['#article370', '#jammuandkashmir']",[],https://twitter.com/Chanakya26/status/1158734437468651520,False,,0,,"{'tones': [{'score': 0.685343, 'tone_id': 'joy', 'tone_name': 'Joy'}]}"
82,44926,1158578849866641409,1158578849866641409,1565061697000,2019-08-05,20:21:37,PDT,1402269709.0,ddkunnath,Dilip Das,,"KapilSibal In RS, you jeered the ruling party of passing bills through sheer numerical strength. That is what is done in a democracy. INC shud know! Remember brazen bulldozing of SC ruling in Shah Bano case among others. Joke indeed! INCIndia BJP4India Article370","['kapilsibal', 'incindia', 'bjp4india']",[],[],0,0,0,['#article370'],[],https://twitter.com/DDKunnath/status/1158578849866641409,False,,0,,"{'tones': [{'score': 0.738651, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.837496, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
83,16799,1159802877667188736,1159802877667188736,1565353528000,2019-08-09,5:25:28,PDT,4416678553.0,lalitsharmahp,LALIT SHARMA,,"Nehru didn't want permanence of Article370. He said-""370 ghisate, ghisate ghis jayega.""  & that's precisely he did. In 1964, through P.O. he extended entire constitution of India to j&k with exceptions& modifications. Before that j&k residents weren't even Citizens of India  https://twitter.com/ThinkersPad/status/1158773752395653121 …",[],['https://twitter.com/ThinkersPad/status/1158773752395653121'],[],1,0,0,['#article370'],[],https://twitter.com/LALITSHARMAHP/status/1159802877667188736,False,https://twitter.com/ThinkersPad/status/1158773752395653121,0,,"{'tones': [{'score': 0.627908, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
84,15191,1160062791065227264,1160062791065227264,1565415496000,2019-08-09,22:38:16,PDT,8.087674777695068e+17,alam_chaudry,Alam Chaudry,,"China can say all it want to say but game is over Kashmir. You can’t lock up 1.2 million Muslim Uighur in Xinjiang for merely being Muslims while India faces constant barrage of Terrorism under the protection of Article370.   Bye Bye China, you don’t matter anymore! Thugs https://twitter.com/scmpnews/status/1160058463474634753 …",[],['https://twitter.com/scmpnews/status/1160058463474634753'],[],0,9,22,"['#china', '#kashmir', '#uighur', '#xinjiang', '#india', '#terrorism', '#article370', '#china']",[],https://twitter.com/Alam_Chaudry/status/1160062791065227264,False,https://twitter.com/SCMPNews/status/1160058463474634753,0,,"{'tones': [{'score': 0.78945, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
85,28070,1159019494460854272,1159019494460854272,1565166755000,2019-08-07,1:32:35,PDT,2491302374.0,aamitsr,Amit Srivastava,,"All the former Chief Ministers' of J&K will be stripped of their free bungalows and perks, accept the legitimate ones.  Article370",[],[],[],0,0,0,['#article370'],[],https://twitter.com/aamitsr/status/1159019494460854272,False,,0,,"{'tones': [{'score': 0.530937, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.922197, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.850751, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}"
86,43939,1158594342967054336,1158594342967054336,1565065391000,2019-08-05,21:23:11,PDT,2895009451.0,guruonwire,Guru Prasad D,,"Senior opposition politicians terming abrogation of Article370 a blunder, however none explain what/why they say so! Can PChidambaram_IN & others care articulate their thoughts, rather mere verbatim? May help tackling, since issue isn't partisan but pertains to IndianUnion",['pchidambaram_in'],[],[],0,0,0,"['#article370', '#indianunion']",[],https://twitter.com/guruonwire/status/1158594342967054336,False,,0,,"{'tones': [{'score': 0.660381, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.8876, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.733641, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
